source_id,channel,playlist_title,playlist_id,series_doc_id,youtube_count,firestore_count,gap
68,דף יומי,מסכת מועד קטן - השיעור המשולב (לימוד הדף יומי באמצעות תרשים במשולב עם קריאה בגמרא עצמה),PLqWea-DR5oXI6p_610V5b-s3uoSCNXdWM,ser_2800752297733226,19,0,19
68,דף יומי,מסכת מועד קטן - דף יומי,PLqWea-DR5oXJTBIjogiQuldpjrKfwe7Fr,ser_3560998566498355,63,33,30
68,דף יומי,מסכת תענית - קריאה בגמרא בלבד,PLqWea-DR5oXKSqIKSW-gqT_z6GV1BBbrK,ser_5219636592398989,8,0,8
68,דף יומי,מסכת תענית - שיעור משולב של תרשים חי וקריאה בגמרא,PLqWea-DR5oXLKQa7V6qdcZpwce_uJn4Mu,ser_7575788970914843,11,1,10
68,דף יומי,מסכת תענית - אתר סיני,PLqWea-DR5oXLQ71r-lor4lfSVosNxrHmM,ser_5830188600147819,31,17,14
68,דף יומי,מסכת שבת - שיעורי דף יומי קצרים וברורים,PLqWea-DR5oXJY2sgVALRb9Zc6khO5lK4z,ser_1461533678856935,173,136,37
68,דף יומי,מסכת ברכות - שיעורי דף יומי קצרים וברורים במיוחד של אתר סיני,PLqWea-DR5oXLcgefOHpZbTPrBmiFshs3x,ser_4299696816697679,115,42,73
68,דף יומי,אנימציות גמרא - בבא קמא ( החומר לבגרות),PLqWea-DR5oXL7R-5inpjsjO89eidx5B9H,ser_1916158090785181,13,0,13
68,דף יומי,מסכת חולין - הדף היומי,PLqWea-DR5oXJIXIUPvqK5XLqSVQn6gbjD,ser_9979242108952795,30,23,7
69,הרב ראובן ששון,שיעורים לחודש אלול • הרב ראובן ששון,PLECdOafnlUTfUGqrP5NNcShyWN0TaXbyP,ser_4647972778259870,17,11,6
69,הרב ראובן ששון,מאגר סרטונים קצרים לפרשות השבוע,PLECdOafnlUTdaDkQ6FVyvmxgie0jSaAbf,ser_9475188854146549,18,0,18
69,הרב ראובן ששון,ניגוני ימים נוראים - מתוך התוועדות ג' אלול עם הרב ראובן ששון וחברים מנגנים,PLECdOafnlUTcwpEr4kckK8fNu61jm1H51,ser_5485112242298936,11,4,7
69,הרב ראובן ששון,שיעורים סביב המלחמה | הרב ראובן ששון,PLECdOafnlUTcHjC2yRUuZCZNOTTZdo1IL,ser_4933937756655789,38,15,23
69,הרב ראובן ששון,"חג הסוכות תשפ""א | האושפיזין היומי | הרב ראובן ששון",PLECdOafnlUTfYZnAyhqIvwC-kfSs33_wN,ser_5725583053262716,7,1,6
69,הרב ראובן ששון,פרשות השבוע | ספר ויקרא | הרב ראובן ששון,PLECdOafnlUTe8qRwtVGnX_ZvIm8tbiXvG,ser_1734182336411434,53,7,46
69,הרב ראובן ששון,ניצוצות אור | פסח | רעיונות קצרים ומתוקים משיעוריו של הרב ראובן ששון,PLECdOafnlUTdxBrpCjc0ybNawDXAMzAxX,ser_7111625927261367,10,2,8
69,הרב ראובן ששון,שיעורים לפסח | הרב ראובן ששון,PLECdOafnlUTf_5j2F33zi_yb0yEJ72yW9,ser_8303636940617632,93,69,24
69,הרב ראובן ששון,שיעורים לפורים | הרב ראובן ששון,PLECdOafnlUTc20OKmYX_7XOSv4q1NSfpV,ser_9663360956556817,45,27,18
69,הרב ראובן ששון,השיעור השבועי | שיעורים לפרשת השבוע | הרב ראובן ששון,PLECdOafnlUTfddqn2aowJt1p_EMRf1Iti,ser_2544351045784836,354,333,21
70,הרב אשר וייס,מסכת בבא קמא,PLxDtMsBFG3HOIM4awGVQf9t4J2kJ47h9d,ser_1573577592324680,10,0,10
70,הרב אשר וייס,חושן משפט - שכירות בתים,PLxDtMsBFG3HPoibEYfJGDBD9fy6GQKiv-,ser_9239881976307866,8,0,8
70,הרב אשר וייס,"Rav Asher Weiss - מרן בעל המנחת אשר, הרב אשר וייס שליט""א",PLxDtMsBFG3HODYicOsp75DDhY_avYIZBi,ser_6558801688602884,59,52,7
72,מכינת עצמונה,הרב נפתלי שיינפלד - הכנה לפסח,PL4q_7DdPTFPvLM409qZMs4NwGpLSP_lpU,ser_1608314246807864,10,0,10
72,מכינת עצמונה,להיות מחנך - הרב נפתלי,PL4q_7DdPTFPu5Ej8UNG6zZ3lzNrN8qk3s,ser_3820872631732864,7,0,7
72,מכינת עצמונה,הכנה לחנוכה - הרב נפתלי שיינפלד,PL4q_7DdPTFPvILwxiha2qj1Y_ITthl4xA,ser_5927261894625949,9,0,9
72,מכינת עצמונה,"מלחמת ""עם כלביא יקום""",PL4q_7DdPTFPtCt_wbE9EMm06y63Za1Qq9,ser_9429841920819057,7,0,7
72,מכינת עצמונה,הרב קובי וולק - בניין הבית היהודי,PL4q_7DdPTFPs-sPPX3JMuiBfZnwfZSis6,ser_9372969597631857,17,0,17
72,מכינת עצמונה,אבן ישראל ג - הרב ישראל סלוטקי,PL4q_7DdPTFPtNIxxARPkZ3vGelHIaGZEv,ser_3739487134032756,9,1,8
72,מכינת עצמונה,חג שבועות,PL4q_7DdPTFPsVDrNjXblIokgK7MMlv8IP,ser_4997646582183050,10,1,9
72,מכינת עצמונה,הרב יהודה טיבי,PL4q_7DdPTFPvtjlr5hJSFpdZOBTUYfvwu,ser_5780596573314723,17,1,16
72,מכינת עצמונה,הרב קובי וולק הבית היהודי תשפ''ד,PL4q_7DdPTFPvBMGO1h5TXUHqrmUsbQ6KQ,ser_9064712075328831,13,0,13
72,מכינת עצמונה,פרשת שבוע,PL4q_7DdPTFPvswzgRLSkEXUsJuJZSnkB0,ser_8503242409176276,7,0,7
72,מכינת עצמונה,סליחות,PL4q_7DdPTFPv_qLiiEmYpf0F9zsE-OTCi,ser_9457523255661905,21,0,21
72,מכינת עצמונה,הרב יובל פרלשטיין - מידת הגבורה,PL4q_7DdPTFPucQnFsNs9CbsBUZaW_2YeP,ser_9856340624735285,11,0,11
72,מכינת עצמונה,חפץ חיים,PL4q_7DdPTFPv6Zr-VYzX1u_6k7tF9UVzU,ser_5336921443153688,10,0,10
72,מכינת עצמונה,"אורחים תשפ""ד",PL4q_7DdPTFPv9Syk8y-QA7KSgtpE_sWxq,ser_2259374909651971,23,2,21
72,מכינת עצמונה,אש של תפילה- הרב יונתן,PL4q_7DdPTFPuSOasHi-jYrxSM3mCpf8qG,ser_8360996048941769,13,0,13
72,מכינת עצמונה,שאלות לרב יובל,PL4q_7DdPTFPsDXaT3eJ0VQFe3Qxn1gfG6,ser_5166494679535140,24,0,24
72,מכינת עצמונה,הרב נועם לנדאו - אמונת עתנו,PL4q_7DdPTFPvReBNLFxmKC-WQoQ40PNQ1,ser_6717407740611203,10,0,10
72,מכינת עצמונה,הרב יונתן - מידות הנפש,PL4q_7DdPTFPvOPAjVJvTat4rlW8dh38PX,ser_4129835613039025,12,1,11
72,מכינת עצמונה,הרב פנחס בר קשת,PL4q_7DdPTFPsEdc6laQgmhCWNZzMOQJl0,ser_1102145521485948,36,6,30
72,מכינת עצמונה,"אורחים תשפ""ג",PL4q_7DdPTFPt05JWd7sy6iv7pEnuvDtpF,ser_1998286920674778,10,1,9
72,מכינת עצמונה,Rabi Yaron Levy - Relationships In The Parsha,PL4q_7DdPTFPtyNKFdwezTBS4MOyQhsXrH,ser_5022680308986989,27,2,25
72,מכינת עצמונה,"הרב יובל פרלשטיין - בית בישראל התשפ""ג",PL4q_7DdPTFPt6Sx8E5KoVres8FZXsAAKh,ser_2138884909785353,12,0,12
72,מכינת עצמונה,הרב אריאל כהן - הלכות בין הזמנים,PL4q_7DdPTFPvoyxDmWq8pna1Q_G86yzcU,ser_1067693163100348,11,0,11
72,מכינת עצמונה,הרב אריאל כהן,PL4q_7DdPTFPu3-DQ5zaiPO5BMrn9rfucO,ser_4168300673612920,11,0,11
72,מכינת עצמונה,הלכות בין הזמנים,PL4q_7DdPTFPuxOOADaai1sRznMGw4LVsO,ser_9935495856060690,11,0,11
72,מכינת עצמונה,החיזוק היומי,PL4q_7DdPTFPvKT4hcc5wRLlc2fqy3Bb5K,ser_7520153802717980,85,11,74
72,מכינת עצמונה,הרב יקי וייס,PL4q_7DdPTFPvFWngMqZ7RJXPwYvfEUQS5,ser_8092184996348665,30,19,11
72,מכינת עצמונה,יום העצמאות,PL4q_7DdPTFPtewmRuz3NKIwLdJmPaJG4K,ser_932565666351614,7,0,7
72,מכינת עצמונה,הלכות שבת - הרב יובל פרלשטיין,PL4q_7DdPTFPvskIc4Yw1tkPEiVQtL4fGt,ser_8888241060657341,22,0,22
72,מכינת עצמונה,מגילת אסתר,PL4q_7DdPTFPvni_bUx9KXk6DgZR1vpcOe,ser_1737580720899725,36,0,36
72,מכינת עצמונה,הרב ירון לוי,PL4q_7DdPTFPuV3d6y1cKSJ9sFsrg7dN4a,ser_4934604358777044,54,26,28
72,מכינת עצמונה,"ט""ו בשבט",PL4q_7DdPTFPsyYbvVp7NWDQpuspHIuBZ_,ser_9904376764732566,6,0,6
72,מכינת עצמונה,נתיבות שלום על הפרשה - הרב רפי פרץ,PL4q_7DdPTFPvHI6KLnhMv-Z2uddJH37fV,ser_2823061335889320,25,0,25
72,מכינת עצמונה,הרב יובל פרלשטיין - חיזוקים בעבודת ה',PL4q_7DdPTFPsF4YoSkalDvUKmMhA6Eoxd,ser_6987147659416786,10,0,10
72,מכינת עצמונה,"הרב קובי וולק - הבית היהודי תשפ""ב",PL4q_7DdPTFPvB1FNfX9El5_c2mYKoh6yP,ser_3319849792182814,23,0,23
72,מכינת עצמונה,"עין בעין התשפ""ב",PL4q_7DdPTFPtsgq7Klu5N8rmHcZ2QgMMi,ser_9115164651786701,13,0,13
72,מכינת עצמונה,הרב פרץ איינהורן - אורות התשובה,PL4q_7DdPTFPsE5jME3m5wmUSeiotI2Vz_,ser_7270944594025202,6,0,6
72,מכינת עצמונה,"הרב רפי פרץ - הכוזרי התשפ""ב",PL4q_7DdPTFPvlo0JkW6iT6fTsm0qqOFXm,ser_7566234240687192,8,0,8
72,מכינת עצמונה,"הרב רפי פרץ: מנהיגים ומנהיגות תשפ""ב",PL4q_7DdPTFPuw4ezxpeq6ZcDolX7u6blS,ser_3966332678351042,8,0,8
72,מכינת עצמונה,"הרב פרץ איינהורן - עין טובה תשפ""ב",PL4q_7DdPTFPv89IOhFrBwZ1RL2JIX5Xwx,ser_3640786532038185,6,0,6
72,מכינת עצמונה,"הרב קובי וולק - בניין הבית עפ""י עין איה התשפ""ב",PL4q_7DdPTFPso_6HOLM2SY2_rx7h3b_n9,ser_6724001066822509,16,1,15
72,מכינת עצמונה,הרב רעי פרץ - דילמות במוסר ומלחמה,PL4q_7DdPTFPsxpQvQLvES99hsRQ6U-8_A,ser_7769178427644829,11,0,11
72,מכינת עצמונה,הרב ישראל סלוטקי - הכוזרי,PL4q_7DdPTFPurIwiQulhio867zzCbMNtx,ser_2823158377300416,12,0,12
72,מכינת עצמונה,הרב אהרון צוהר - מודעות עצמית,PL4q_7DdPTFPvETEi4uGIgbH2KBYeWjkqv,ser_3157030673252900,7,0,7
72,מכינת עצמונה,הרב רפי פרץ - אורות המלחמה,PL4q_7DdPTFPv97R7Xe1PVFJlnjHfdFtfg,ser_1875516064336670,12,0,12
72,מכינת עצמונה,הרב רפי פרץ - חבורה לתפילה,PL4q_7DdPTFPuPicjBsKNRMNq9azFotjTo,ser_3948209755602605,68,9,59
72,מכינת עצמונה,"אורחים התשפ""ב",PL4q_7DdPTFPtjObkWTLOTUyT5EspbVwDH,ser_9392568621069763,15,4,11
72,מכינת עצמונה,"הרב ישראל סלוטקי - יסודות האמונה התשפ""ב",PL4q_7DdPTFPshqLlqS6BZGUFiUvHUVlrH,ser_8819294956617346,16,0,16
72,מכינת עצמונה,הרב ישראל סלוטקי,PL4q_7DdPTFPtmiUs6CiEV3NFlPhpgUqJI,ser_3761166552815420,67,59,8
72,מכינת עצמונה,הרב אלי אדלר - מהלך תפילת שמונה עשרה,PL4q_7DdPTFPv7jlpD76yXCyuOG46_-HiJ,ser_6666234724815779,7,0,7
72,מכינת עצמונה,הרב רפי פרץ - מנהיגות ישראלית,PL4q_7DdPTFPt6R_Y1Bhdba3GJw_CyqZN7,ser_2976598953425200,6,0,6
72,מכינת עצמונה,"הרב רפי פרץ - בניין האמונה התשפ""ב",PL4q_7DdPTFPteq5Wh2ytk-jid3uivRrpq,ser_9709931148081430,8,0,8
72,מכינת עצמונה,"הרב קובי וולק - נושאים באמונה התשפ""ב",PL4q_7DdPTFPvBd9opvLVb0akNZOTKCqYu,ser_6455672408268383,15,1,14
72,מכינת עצמונה,הרב עמיצור ראפ,PL4q_7DdPTFPtM9k93XaQfzGrnGj-aH4GX,ser_1592848689318305,34,28,6
72,מכינת עצמונה,הרב נפתלי שיינפלד- שמירת הלשון,PL4q_7DdPTFPuUnxyexA-qMt0RhTJkWDXC,ser_7762535764266896,59,0,59
72,מכינת עצמונה,"מסילת ישרים- הרב נתנאל טחובר תשפ""ב",PL4q_7DdPTFPvvP2SKjkaL2pNaJB9oG8oq,ser_1043421090279638,6,0,6
72,מכינת עצמונה,"הרב רפי פרץ - תפילה תשע""ח",PL4q_7DdPTFPuXHgvM7Dni4kzFrZJXqfaQ,ser_7992980112306661,10,0,10
72,מכינת עצמונה,הרב רעי פרץ - הלכה יומית,PL4q_7DdPTFPszVkPb2e_2DpwDsIncm0uz,ser_8791907677372609,289,42,247
72,מכינת עצמונה,הרב רעי פרץ - עין בעין,PL4q_7DdPTFPvXIM4ctzP7K9T2awFmZd05,ser_1851076613594190,68,1,67
72,מכינת עצמונה,"הרב רפי פרץ - כוזרי התשע""ח",PL4q_7DdPTFPuLW4edXB5x5q7O7A7IiRDQ,ser_7752101335010914,20,0,20
72,מכינת עצמונה,"הרב קובי וולק - סוגיות באמונה התשע""ח",PL4q_7DdPTFPuT5io2tPSNzRAz7pay2b3c,ser_7986289851380771,6,0,6
72,מכינת עצמונה,"הרב רפי פרץ - מסכת אבות התשע""ח",PL4q_7DdPTFPt1rrdnA7Keov200wkuh9cw,ser_3828544149175342,77,0,77
72,מכינת עצמונה,עין בעין - הרב חיים ברוך,PL4q_7DdPTFPuKbrimGA0jpc66-HKHa2L5,ser_9832237641374489,62,0,62
72,מכינת עצמונה,עין בעין - הרב רפי פרץ,PL4q_7DdPTFPuAWmA7pyUAdFEo9GZCu2ke,ser_7953672862129764,144,0,144
72,מכינת עצמונה,הרב ישראל וינגוט - שיחות הרב צבי יהודה - קנין תורה,PL4q_7DdPTFPtQtfwZA1Qph709y_L0wk0n,ser_5069539748590597,14,0,14
72,מכינת עצמונה,הרב ישראל וינגוט - שיחות הרב צבי יהודה - תלמוד תורה,PL4q_7DdPTFPsZIRX7YKPspwMHqrQlWiS7,ser_2764622005174518,11,0,11
72,מכינת עצמונה,הרב יובל פרלשטיין,PL4q_7DdPTFPu3Ib3XM04L-v0jNHG6gJC5,ser_8934368266152932,209,101,108
72,מכינת עצמונה,הרב פרץ איינהורן - פרשת שבוע,PL4q_7DdPTFPt0ksEv4uJ5sQW1gpvw4I-j,ser_4232531732570066,25,0,25
72,מכינת עצמונה,הרב אלי אדלר - פסח - למהלך סיפור יציאת מצרים,PL4q_7DdPTFPvtXYbB22dfVd6WcZeMVLK9,ser_6320718259209355,11,0,11
72,מכינת עצמונה,פסח,PL4q_7DdPTFPu7pqhjkCy1IqZDkQje2ouw,ser_3456983745274524,62,16,46
72,מכינת עצמונה,הרב פרץ איינהורן,PL4q_7DdPTFPuALPspRFp6AitI6t9Y0NvF,ser_6340452749506049,74,61,13
72,מכינת עצמונה,"הרב אלי אדלר - למהלכם ההיסטורי-אמוני של אירועי פורים התשע""ז",PL4q_7DdPTFPs3AfMnEO3uojNVgb9OCQXJ,ser_8059301442535065,11,0,11
72,מכינת עצמונה,"הרב אסף נאמבורג - משנת הציונות הדתית התשע""ז",PL4q_7DdPTFPvIb1hhnTpas3xqOvHyzn6l,ser_7468397866792133,12,0,12
72,מכינת עצמונה,"הרב קובי וולק - סוגיות באמונה התשע""ז",PL4q_7DdPTFPvnK-bjPutjnVYnyIZ99Ku0,ser_5256480428651457,25,0,25
72,מכינת עצמונה,"הרב קובי וולק - בניין בית יהודי התשע""ז",PL4q_7DdPTFPvbzzBpflCs87tKgc_Wecl-,ser_8722251603524588,13,0,13
72,מכינת עצמונה,"הרב חיים ברוך - בניין אישיות התשע""ז",PL4q_7DdPTFPtmI1ZW2cWIoHxOwXDMVBkL,ser_4400662261776182,22,0,22
72,מכינת עצמונה,"אמונה (כוזרי) התשע""ז",PL4q_7DdPTFPvhW_6FD8E5OrkAir0ayPcb,ser_8017568263821040,25,0,25
72,מכינת עצמונה,"הרב קובי וולק - חיים של משמעות - התשע""ז",PL4q_7DdPTFPvyAZivh5q9e8gfphZHf7wU,ser_2596840647840431,9,0,9
72,מכינת עצמונה,"הרב חיים ברוך - פרשת שבוע התשע""ז",PL4q_7DdPTFPuPaB0hL0G5ve1Vzj3N2NJw,ser_7921328793295571,18,0,18
72,מכינת עצמונה,"הרב אלי אדלר - פורים תשע""ו",PL4q_7DdPTFPvoh9FuzIa-e5Oxq-gbqzci,ser_6489250466521523,9,0,9
72,מכינת עצמונה,הרב עוזי חובב: מסילת ישרים,PL4q_7DdPTFPtH-fC92xP6ax-omyiZqxSB,ser_5156526592790908,17,0,17
72,מכינת עצמונה,הרב עוזי חובב: בניין אמונה,PL4q_7DdPTFPtIfhEZ5SygI9akuqKAlUyG,ser_4989660189504972,9,0,9
72,מכינת עצמונה,הרב עוזי חובב,PL4q_7DdPTFPskh7bTDWYR3ogQakON_0xI,ser_1286928394286412,34,5,29
72,מכינת עצמונה,הרב אהרון צוהר: מודעות עצמית,PL4q_7DdPTFPtA2UJJqJvMzAiiRRuBjSm6,ser_5372754487763660,18,0,18
72,מכינת עצמונה,הרב יעקב וייס - ענוותנותו של הלל,PL4q_7DdPTFPuqOVJzrXGnVMDRslKQQEwj,ser_4272199889720971,6,0,6
72,מכינת עצמונה,הרב יעקב וייס - תהליך הגאולה,PL4q_7DdPTFPu9MDkQlw9N72XrNOuVme2C,ser_6761138672068441,6,0,6
72,מכינת עצמונה,הרב מוטי הס: לימוד התורה,PL4q_7DdPTFPvdqex1hFC5BSkBbC2oJWw4,ser_8310459742337202,20,0,20
72,מכינת עצמונה,הרב מוטי הס - ערכה של תורה,PL4q_7DdPTFPsCZWYVkGQ4KVBXESpU78AT,ser_5828228266981832,8,0,8
72,מכינת עצמונה,הרב מאיר כהן - תרבות המערב,PL4q_7DdPTFPtPz1BGe6W7_qle667ctn3u,ser_2032595229045159,7,0,7
72,מכינת עצמונה,הרב מאיר כהן - כלל ופרט,PL4q_7DdPTFPukuNS7T_vBRFvgdsHJkMAu,ser_7319757274869722,23,0,23
72,מכינת עצמונה,הרב אלי אדלר: בנין הבית,PL4q_7DdPTFPtSF5Zjqi5rU3PA1c11jcHP,ser_7137060185283067,10,0,10
72,מכינת עצמונה,הרב אלי אדלר: מוסר אנושי ותורה,PL4q_7DdPTFPvXZjOBvRQXWehhXHuylt2e,ser_8709376972777113,14,0,14
72,מכינת עצמונה,הרב אלי אדלר: פסח,PL4q_7DdPTFPv-waYMghGdDT32Wf7moy7Z,ser_5646528838603063,16,0,16
72,מכינת עצמונה,הרב אלי אדלר: העמל בתורה,PL4q_7DdPTFPtikD480MiiMuznaqMPxFDk,ser_3520372467444149,7,0,7
72,מכינת עצמונה,הרב רפי פרץ - תפילה מהי,PL4q_7DdPTFPtj6_s5gdcjFx2VoQaMAz0G,ser_4352308378077170,19,0,19
72,מכינת עצמונה,הרב רפי פרץ - אורות המלחמה,PL4q_7DdPTFPtQSvynmSpaLRWJEk1QcBG4,ser_5936351755247589,6,0,6
72,מכינת עצמונה,הרב רפי פרץ: חנוכה,PL4q_7DdPTFPssy5H3e32oMIAdbeImbd3M,ser_2582169560301641,7,0,7
72,מכינת עצמונה,הרב רפי פרץ - הלכות,PL4q_7DdPTFPsL4ezYBOnnJggNiOCe_QaP,ser_1143520002102985,15,0,15
72,מכינת עצמונה,הרב רפי פרץ: דילמות ומוסר בהלכה,PL4q_7DdPTFPv7Ax1SJ33-BbURlAof0WlA,ser_1045960229933700,10,0,10
72,מכינת עצמונה,הרב רפי פרץ - אורות התשובה,PL4q_7DdPTFPs5TP_ixmXoT1RPcZV-VCem,ser_9511856035975792,28,0,28
72,מכינת עצמונה,הרב רפי פרץ - פרקי אבות,PL4q_7DdPTFPu5atxHElsY2Wb80SttGUSG,ser_4889228132806171,48,0,48
72,מכינת עצמונה,הרב רפי פרץ - עולת ראיה,PL4q_7DdPTFPsT1HX05uNtddoK-P-NBEEE,ser_1352116513173998,27,0,27
72,מכינת עצמונה,הרב אלי אדלר,PL4q_7DdPTFPs7pZkKoHCcMqJ_ItcXNWnc,ser_5847906108850130,200,52,148
72,מכינת עצמונה,"הרב קובי וולק: חיים של משמעות - תשע""ו",PL4q_7DdPTFPtTceJKp4v7TynNl6MmB8e2,ser_5569014580897976,6,0,6
72,מכינת עצמונה,"הרב חיים ברוך: תפילה (מי מרום) - תשע""ו",PL4q_7DdPTFPvqL6mv-gr_OXfb8A-WbYCr,ser_6120961554599620,7,0,7
72,מכינת עצמונה,"הרב אסף נאמבורג: משנת הציונות הדתית - תשע""ו",PL4q_7DdPTFPu8H-NGTKBbT6NPSDOdRX-P,ser_6279464536645118,6,0,6
72,מכינת עצמונה,"הרב חיים ברוך: אמונה (כוזרי) - תשע""ו",PL4q_7DdPTFPvn1LpNALPX4Phj6qSb8Yy7,ser_3147401611955250,12,1,11
72,מכינת עצמונה,"הרב חיים ברוך: בניין אישיות - תשע""ו",PL4q_7DdPTFPssTRDDy-4v_39OsODp0SR4,ser_6488333005583959,11,0,11
72,מכינת עצמונה,"הרב אלי אדלר: פורים - תשע""ה",PL4q_7DdPTFPu-BqXRhy_nk4JgTxpJ1Xua,ser_1627925123272431,9,0,9
72,מכינת עצמונה,"הרב חיים ברוך: בניין אישיות - תשע""ה",PL4q_7DdPTFPvMstnGLEDVHWtIIgZgYyUU,ser_1760618603175910,14,0,14
72,מכינת עצמונה,"הרב חיים ברוך: כוזרי - תשע""ה",PL4q_7DdPTFPsiMkkTAYxenbsbaHh81UpY,ser_6017023915919154,10,0,10
72,מכינת עצמונה,"הרב אסף נאמבורג: משנת הציונות הדתית - תשע""ה",PL4q_7DdPTFPsdLoLcbNOc8r9aAC-GP82M,ser_1071711883976551,11,0,11
72,מכינת עצמונה,"הרב חיים ברוך: תפילה - תשע""ה",PL4q_7DdPTFPs9FZFMYYQ0p0lsNqLnKPbx,ser_6610343447331043,6,0,6
72,מכינת עצמונה,"שיעורי חוץ - תשע""ה",PL4q_7DdPTFPvJFH-ghnnbGs73xSSlq6YE,ser_3312910724260715,12,0,12
72,מכינת עצמונה,"""עין בעין"" מבט אמוני על המציאות העכשוית",PL4q_7DdPTFPuCz9piqRSJXc-neu59-GHu,ser_5543809950280286,174,47,127
72,מכינת עצמונה,הרב חיים ברוך: תרבות המערב,PL4q_7DdPTFPuGKnireSdrsApjGTngdv5H,ser_1706998246441439,6,0,6
72,מכינת עצמונה,אורחים,PL4q_7DdPTFPsmIiAjiZZmEcppd-gsiCqE,ser_6153210419674509,120,111,9
72,מכינת עצמונה,הרב רפי פרץ: מנהיגים ומנהיגות,PL4q_7DdPTFPvUHSWOVCQZGp0tlwnkmleT,ser_4066688716700311,99,0,99
72,מכינת עצמונה,הרב אלי אדלר: חנוכה,PL4q_7DdPTFPtvfdKufDOy8yY2A9QTvX1P,ser_4228400191770617,6,0,6
72,מכינת עצמונה,הרב חיים ברוך: הכוזרי,PL4q_7DdPTFPs5vqwUmaOMKEEC_xK3VyYK,ser_8150347772020169,12,0,12
72,מכינת עצמונה,הרב חיים ברוך: בניין האישיות,PL4q_7DdPTFPsIpkty_g0PRc6zyZ1fAYUF,ser_2584264837795881,17,0,17
72,מכינת עצמונה,הרב חיים ברוך: תפילה,PL4q_7DdPTFPuUinhtMsBF1yawGH08u4xk,ser_4219873414375630,15,0,15
72,מכינת עצמונה,הרב חיים ברוך: אמונה,PL4q_7DdPTFPt4L3b1GG5B7TWLt8t1IKFb,ser_6435135236782098,15,0,15
72,מכינת עצמונה,ירושלים,PL4q_7DdPTFPvAwT4ErKw0HXSpuiYmt19b,ser_8679030804555325,7,1,6
72,מכינת עצמונה,עולת ראיה,PL4q_7DdPTFPu4uPt7FFjNSpgjNA_-nw1P,ser_8990580086463024,27,0,27
72,מכינת עצמונה,ערכה של תורה,PL4q_7DdPTFPsEaODEHtBrPJjRfziogmSZ,ser_5892151767968144,9,0,9
72,מכינת עצמונה,קביעת מטרות,PL4q_7DdPTFPuiKMVKAG4Oi8iDH1aBTbud,ser_7444664421794517,7,0,7
72,מכינת עצמונה,"הרבצ""ר רפי פרץ פרשת שבוע",PL4q_7DdPTFPvgfrvPWQRyIE22YLSxUqcv,ser_8237067749428797,27,0,27
72,מכינת עצמונה,עם ישראל,PL4q_7DdPTFPs6oW_H7Ng5TTIyFHII0Nkc,ser_7475398115066781,12,0,12
72,מכינת עצמונה,מועדים כלליים,PL4q_7DdPTFPu-xApQYILa7K0K5SURBUQr,ser_8568014907796742,30,1,29
72,מכינת עצמונה,רבנים- כללי,PL4q_7DdPTFPswpyyYr6wXz0IBcuEV55t7,ser_4003797452338219,49,9,40
72,מכינת עצמונה,שיעורים במשמר,PL4q_7DdPTFPvtnm69_YO_alFSEtW-WCEy,ser_6459699065017242,81,1,80
72,מכינת עצמונה,עין אי'ה,PL4q_7DdPTFPtCAaW3nZwA3L4XBzghjWXP,ser_3602756600078173,16,2,14
72,מכינת עצמונה,גאולה,PL4q_7DdPTFPvYe-Fz3kckljt9o423uxqm,ser_9701414785554489,7,0,7
72,מכינת עצמונה,תהליך הגאולה,PL4q_7DdPTFPtSLm83T5TrWYex6YvXPKrb,ser_2169272736488236,7,0,7
72,מכינת עצמונה,חינוך,PL4q_7DdPTFPvkO0ZevzvtAfm79K6w1TtL,ser_5463318746859956,8,1,7
72,מכינת עצמונה,הלכה,PL4q_7DdPTFPs2fpeQuo-_0zJpZ96kB-Sm,ser_7100680242085251,84,6,78
72,מכינת עצמונה,אורות התשובה,PL4q_7DdPTFPufWG53nA3iG-itMjuanQoS,ser_3873959872056222,39,1,38
72,מכינת עצמונה,תרבות המדיה,PL4q_7DdPTFPvw6mbZLngEoJWrteXiXL8b,ser_5865015155260640,18,0,18
72,מכינת עצמונה,אורות,PL4q_7DdPTFPsmchODwdI5y_HzG4_0860a,ser_8253348518826135,12,0,12
72,מכינת עצמונה,מנהיגים ומנהיגות,PL4q_7DdPTFPsGhpibRSLB07D6pLGtbFin,ser_7860829284602653,76,2,74
72,מכינת עצמונה,ימי בין המצרים,PL4q_7DdPTFPs1_9ZTVqEOeLtGXVdYYS2q,ser_8038299986834176,14,7,7
72,מכינת עצמונה,מידות,PL4q_7DdPTFPvJUaXkdvk8CFEeVxAq_i0e,ser_1176148444100715,15,3,12
72,מכינת עצמונה,מודעות עצמית,PL4q_7DdPTFPtTcTxPPDSy-z7f1RzXdWDW,ser_3348761024857347,9,0,9
72,מכינת עצמונה,כלל ופרט,PL4q_7DdPTFPuN--mpzdEUiBjS1lP8pwKD,ser_9898817636990667,22,0,22
72,מכינת עצמונה,תרבות המערב,PL4q_7DdPTFPsr171YP9aRvpOSa2ovyB_y,ser_9776724538457478,12,0,12
72,מכינת עצמונה,תפילה,PL4q_7DdPTFPsDequHfyQzoygeD0S5Sv2A,ser_3992794981381558,62,4,58
72,מכינת עצמונה,כוזרי,PL4q_7DdPTFPu4yFIB5Gso0d-HP2M_in_a,ser_5714377503664298,102,18,84
72,מכינת עצמונה,אמונה,PL4q_7DdPTFPsgwPNfqxgmzCtgpV_iciJb,ser_7385808367437653,46,10,36
